publication_number,application_number,country_code,kind_code,application_kind,application_number_formatted,pct_number,family_id,spif_publication_number,spif_application_number,title_localized.text,title_localized.language,title_localized.truncated,abstract_localized.text,abstract_localized.language,abstract_localized.truncated,claims_localized.text,claims_localized.language,claims_localized.truncated,claims_localized_html.text,claims_localized_html.language,claims_localized_html.truncated,description_localized.text,description_localized.language,description_localized.truncated,description_localized_html.text,description_localized_html.language,description_localized_html.truncated,publication_date,filing_date,grant_date,priority_date,priority_claim.publication_number,priority_claim.application_number,priority_claim.npl_text,priority_claim.type,priority_claim.category,priority_claim.filing_date,inventor,inventor_harmonized.name,inventor_harmonized.country_code,assignee,assignee_harmonized.name,assignee_harmonized.country_code,examiner.name,examiner.department,examiner.level,uspc.code,uspc.inventive,uspc.first,uspc.tree,ipc.code,ipc.inventive,ipc.first,ipc.tree,cpc.code,cpc.inventive,cpc.first,cpc.tree,fi.code,fi.inventive,fi.first,fi.tree,fterm.code,fterm.inventive,fterm.first,fterm.tree,locarno.code,locarno.inventive,locarno.first,locarno.tree,citation.publication_number,citation.application_number,citation.npl_text,citation.type,citation.category,citation.filing_date,parent.publication_number,parent.application_number,parent.npl_text,parent.type,parent.category,parent.filing_date,child.publication_number,child.application_number,child.npl_text,child.type,child.category,child.filing_date,entity_status,art_unit
,,,,,,,,,,一种防冰旋进旋涡流量计传感器,zh,FALSE,本实用新型涉及旋进旋涡流量计技术领域，具体为一种防冰旋进旋涡流量计传感器，包括外壳体，所述外壳体的两端均安装有连接法兰，所述外壳体设置有进气部、检测部和排气部，所述检测部的内壁处设置有检测管，所述检测部与所述检测管之间形成一个内腔，所述检测部的内壁对称固定安装有两个相同的支架，所述支架的底部固定安装有压力传感器，所述压力传感器的检测端固定安装有支撑杆，两个所述支撑杆之间固定安装有翼型板。本实用新型结构简单，通过翼型板的上升力可以准确的计算出气体流量，相较于传统的旋进旋涡流量计传感器，不仅减少了生产成本，同时，简单的内部结构，也降低了传感器的故障率。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,XU GUANGQING,XU GUANGQING,,,,,,,,,,,,G01F15/18,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G01F1/325,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218270969-U,CN-202221979205-U,CN,U,U,CN 202221979205,,84763971,CN218270969U,CN202221979205,Agricultural non-point source pollution runoff monitoring device,en,FALSE,"The utility model provides an agricultural non-point source pollution runoff monitoring devices relates to agricultural non-point source pollution monitoring devices technical field, including the monitoring case, the one end lower part fixed mounting of monitoring case has a drainage section of thick bamboo, and the inside one end fixed mounting of monitoring case has the protection box, and the inside of protection box has been seted up perpendicular groove, and the intake chamber has been seted up to the both sides of protection box, and the inside movable mounting of protection box has floating level sensor, and floating level sensor&#39;s both ends fixed mounting has the connecting block, and the inboard of connecting block is provided with the pivot, and the connecting block has the gyro wheel through pivot swing joint, and the mounting hole has been seted up on the inboard upper portion of monitoring case. The utility model discloses the gyro wheel of well floating level sensor both sides and the inboard laminating of erecting the groove make the vertical shifting up of floating level sensor, and floating level sensor can monitor the runoff, can shunt the water through the flow distribution plate, can effectually protect the inside floating level sensor of protection box, makes monitoring data more accurate.",en,FALSE,,,,,,,,,,,,,20230110,20220728,20230110,20220728,,CN-202221979205-U,,,,20220728,HUANG XINGXUE,HUANG XINGXUE,,武汉市农业科学院,WUHAN ACAD AGRICULTURAL SCIENCES,,,,,,,,,G08B21/24,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种农业面源污染径流监测装置,zh,FALSE,本实用新型提供一种农业面源污染径流监测装置，涉及农业面源污染监测装置技术领域，包括监测箱，监测箱的一端下部固定安装有引流筒，监测箱的内部一端固定安装有保护盒，保护盒的内部开设有竖槽，保护盒的两侧开设有进水槽，保护盒的内部活动安装有浮式水位传感器，浮式水位传感器的两端固定安装有连接块，连接块的内侧设置有转轴，连接块通过转轴活动连接有滚轮，监测箱的内侧上部开设有安装孔。本实用新型中浮式水位传感器两侧的滚轮和竖槽的内侧贴合，使浮式水位传感器竖直上移，浮式水位传感器可以对径流进行监测，通过分流板可以将水分流，能够有效的对保护盒内部的浮式水位传感器进行保护，使监测数据更为准确。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,ZHOU GUOLIN,ZHOU GUOLIN,,,,,,,,,,,,B63B35/44,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZHANG RUNHUA,ZHANG RUNHUA,,,,,,,,,,,,G01F23/30,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIN CHUFA,LIN CHUFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DENG YAOHUA,DENG YAOHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YE ANHUA,YE ANHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NING BIN,NING BIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218272247-U,CN-202222192950-U,CN,U,U,CN 202222192950,,84775479,CN218272247U,CN202222192950,Potato raw material detection equipment,en,FALSE,"The utility model provides a potato raw materials check out test set, main part including check out test set, one side of main part is provided with the operation area, corresponds the operation area is provided with in the main part and is used for carrying out the mechanism that covers of shade to it, the lower part of main part is provided with the detection contact pin, detect the contact pin both sides and be provided with in the lower part of main part and be used for carrying out the protection mechanism who protects to it, can shelter from the protection to detecting the contact pin through the protection mechanism who links to each other with the detection contact pin, effectively avoid it to drop carelessly and cause the damage or bring danger, can shelter from operating panel when not carrying out the use simultaneously and avoid the mistake to touch or damage the display screen.",en,FALSE,,,,,,,,,,,,,20230110,20220819,20230110,20220819,,CN-202222192950-U,,,,20220819,HAN DEXIAO,HAN DEXIAO,,红安伟杰现代农业发展有限公司,HONGAN WEIJIE MODERN AGRICULTURAL DEV CO LTD,,,,,,,,,G01N33/10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种薯类原料检测设备,zh,FALSE,本实用新型提供一种薯类原料检测设备，包括检测设备的主体，所述主体的一侧设置有操作区，对应所述操作区在主体上设置有用以对其进行遮罩的遮盖机构，所述主体的下部设置有检测插针，所述检测插针两侧且在主体的下部设置有用以对其进行防护的防护机构，可以通过与检测插针相连的防护机构对检测插针进行遮挡防护，有效避免其不慎脱落造成损坏或带来危险，同时能够在不进行使用时将操作面板进行遮挡避免误触或损坏显示屏。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218272675-U,CN-202222236307-U,CN,U,U,CN 202222236307,,84776831,CN218272675U,CN202222236307,Withstand voltage detection device of ammeter,en,FALSE,"The utility model belongs to the technical field of the withstand voltage of ammeter detects, concretely relates to withstand voltage detection device of ammeter, including ammeter group, withstand voltage detector group and two backup pads, be equipped with drive mechanism between two backup pads, front side backup pad upper end is installed the detection case, withstand voltage detector group installs inside the detection case, inside fixedly connected with insulation board of detection case, be connected with the line of conduction between the detection link connection of withstand voltage detector and the through-hole, L shape conductive pillar is all installed to a plurality of mounting inslots, inside the detection case is close to drive mechanism one side fixed connection baffle, the baffle is close to drive mechanism one side fixedly connected with a plurality of springs, a plurality of springs are fixed connection jointly and are with the push pedal that matches with ammeter group, baffle lower extreme fixedly connected with insulating curtain, the cylinder is installed to the mounting panel rear end, the output of cylinder runs through mounting panel fixedly connected with ammeter group assorted roof; the utility model discloses can carry out automated inspection to the ammeter, reduce workman&#39;s tired degree.",en,FALSE,,,,,,,,,,,,,20230110,20220823,20230110,20220823,,CN-202222236307-U,,,,20220823,ZHANG AIJUN,ZHANG AIJUN,,鄂尔多斯市检验检测中心,Ordos inspection and Testing Center,,,,,,,,,G01R35/04,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种电表耐压检测装置,zh,FALSE,本实用新型属于电表耐压检测技术领域，具体涉及一种电表耐压检测装置，包括电表组、耐压检测仪组和两个支撑板，两个支撑板之间设有传动机构，前侧支撑板上端安装有检测箱，耐压检测仪组安装于检测箱内部，检测箱内部固定连接有绝缘板，耐压检测仪的检测连接端连接与通孔之间连接有传导线，若干安装槽内部均安装有L形导电柱，检测箱内部靠近传动机构一侧固定连接挡板，挡板靠近传动机构一侧固定连接有若干弹簧，若干弹簧共同固定连接有与电表组相匹配的推板，挡板下端固定连接有绝缘帘，安装板后端安装有气缸，气缸的输出端贯穿安装板固定连接有电表组相匹配的顶板；本实用新型能够对电表进行自动检测，减少工人的劳累程度。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,ZHANG BAO,ZHANG BAO,,,,,,,,,,,,G01R1/04,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XIANG MEI,XIANG MEI,,,,,,,,,,,,G01R1/02,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAI JIE,BAI JIE,,,,,,,,,,,,G01R31/12,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218273097-U,CN-202222850263-U,CN,U,U,CN 202222850263,,84754300,CN218273097U,CN202222850263,Magnetic roller conductive structure,en,FALSE,"The utility model discloses a magnetic roll conducting structure, including the magnetic sleeve that is used for installing the magnetic core, the one end of magnetic sleeve is equipped with conductive head, conductive head adopts conducting material to make, conductive head&#39;s the inner be used for laminating mutually with the inner wall of magnetic sleeve, conductive head&#39;s outside be used for with the conducting strip laminating of the electrically conductive end cover of selenium drum, conductive overhead loop type isolation portion that is equipped with, loop type isolation portion&#39;s outer lane diameter is greater than the outer lane diameter of magnetic sleeve, the terminal surface of loop type isolation portion laminates mutually with the terminal surface of magnetic sleeve, inner and the interference of magnetic sleeve are pegged graft and are cooperated. The utility model discloses an adopt conductive head that conducting material made to be connected with the magnetic sleeve, cancel the use of conducting wire to avoid current conducting wire to have the possibility of deformation in transportation or equipment process, not only make things convenient for the equipment but also can effectual improvement use quality. And simultaneously, the utility model discloses a terminal surface of loop type isolation portion laminates with the terminal surface of magnetic sleeve mutually, can solve to have the gap among the prior art and lead to the carbon dust to pile up the problem that makes the isolation cover produce deformation.",en,FALSE,,,,,,,,,,,,,20230110,20221027,20230110,20221027,,CN-202222850263-U,,,,20221027,Chen Xinliu,Chen Xinliu,,上海洛辰数码科技有限公司,SHANGHAI LUOCHEN DIGITAL TECH CO LTD,,,,,,,,,G03G15/09,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种磁辊导电结构,zh,FALSE,本实用新型公开一种磁辊导电结构，包括用于安装磁芯的磁套，磁套的一端设有导电头，导电头采用导电材料制成，导电头的内端用于与磁套的内壁互相贴合，导电头的外部用于与硒鼓导电端盖的导电片贴合，导电头上设有环型隔离部，环型隔离部的外圈直径大于磁套的外圈直径，环型隔离部的端面与磁套的端面相贴合，内端与磁套过盈插接配合。本实用新型通过采用导电材料制成的导电头与磁套进行连接，取消导电丝的使用，以避免现有导电丝在运输或组装过程中存在形变的可能性，不仅方便组装而且能有效的提高使用品质。同时，本实用新型通过环型隔离部的端面与磁套的端面相贴合，能解决现有技术中存在缝隙而导致碳粉堆积使隔离套产生形变的问题。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,HUANG JINBO,HUANG JINBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218274268-U,CN-202222550570-U,CN,U,U,CN 202222550570,,84749476,CN218274268U,CN202222550570,High-capacity capacitor with breakdown-preventing structure,en,FALSE,"The utility model discloses a large-capacity capacitor with breakdown-preventing structure, which relates to the related technical field of capacitor protection, and comprises a protective shell, wherein the top of the protective shell is provided with a limit groove, and one side of the protective shell is provided with a shielding piece, so that the shielding piece rotates clockwise to the inside of the limit groove and is in interference fit with the limit groove; the capacitor main body is placed inside the protective shell, and an electrode strip is fixedly installed at the bottom of the capacitor main body; the utility model discloses utilize the setting of spacing apron to compress tightly the condenser main part downwards to make the condenser main part pass through the power that steps up that L type layer board drove the stripper plate with the condenser main part, make condenser main part and L type layer board can&#39;t descend in the restriction of stripper plate, can&#39;t rise under spacing apron spacing, avoid the condenser main part to beat from top to bottom in transport or transportation.",en,FALSE,,,,,,,,,,,,,20230110,20220927,20230110,20220927,,CN-202222550570-U,,,,20220927,ZHAO YUEBING,ZHAO YUEBING,,国网河南省电力公司周口供电公司,ZHOUKOU POWER SUPPLY CO OF STATE GRID HENAN ELECTRIC POWER CO,,,,,,,,,H01G2/10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,大容量具备防击穿结构的电容器,zh,FALSE,本实用新型公开了一种大容量具备防击穿结构的电容器，涉及到电容器防护相关技术领域，该大容量具备防击穿结构的电容器，包括防护壳，所述防护壳的顶部开设有限位槽，所在防护壳的一侧安装有遮挡件，形成遮挡件顺时针旋转到限位槽的内部并与限位槽过盈配合；电容器主体，所述电容器主体放置在防护壳的内部，所述电容器主体的底部固定安装有电极条；本实用新型利用限位盖板的设置将电容器主体向下压紧，并使电容器主体通过L型托板带动挤压板将电容器主体的加紧力，使电容器主体和L型托板在挤压板的限制无法下降，在限位盖板的限位下无法上升，避免电容器主体在搬运或运输过程中上下跳动。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,XIANG QIANNAN,XIANG QIANNAN,,河南苏高电气科技有限公司,HENAN SUGAO ELECTRICAL TECH CO LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHENG NANNAN,CHENG NANNAN,,国家电网有限公司,STATE GRID CORP CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEI TAO,WEI TAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DONG MENGZHAO,DONG MENGZHAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHENG XIANGXUE,CHENG XIANGXUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GU ZHIGANG,GU ZHIGANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218274386-U,CN-202222329667-U,CN,U,U,CN 202222329667,,84712614,CN218274386U,CN202222329667,Switch with a switch body,en,FALSE,"The utility model discloses a switch belongs to the electrical technology field. In the switch, the movable contact component comprises an elastic sheet, a wiring terminal connected to the middle part of the elastic sheet and a movable contact connected to the end part of the elastic sheet; the movable contact assembly and the fixed contact assembly are positioned in the base, and the movable contact corresponds to the fixed contact of the fixed contact assembly; the panel can be pressed and rotated relative to the base, and the transition assembly is connected to the panel and hinged to the base; the transition assembly comprises a driving rib, and the transition assembly can be pressed by the panel to act on the elastic sheet through the driving rib to enable the elastic sheet to deform, so that the movable contact is in contact with or separated from the static contact; the two opposite sides of the transition assembly are respectively provided with a through hole, the elastic positioning piece penetrates through the through holes, and two ends of the elastic positioning piece are respectively abutted against the base, so that one of the two elastic positioning pieces positioned on the two sides of the transition assembly is extruded into a concave shape, and the other elastic positioning piece is extruded into a convex shape. The switch has excellent dialing performance and hand feeling, can be ultra-thin, and has stronger dialing stability and reliability of the elastic positioning piece.",en,FALSE,,,,,,,,,,,,,20230110,20220831,20230110,20220831,,CN-202222329667-U,,,,20220831,CAI YINGFENG,CAI YINGFENG,,宁波公牛电器有限公司,NINGBO BULL ELECTRICAL APPLIANCE CO LTD,,,,,,,,,H01H23/02,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,开关,zh,FALSE,本实用新型公开了开关，属于电气技术领域。该开关中，动触点组件包括弹片、连接于弹片中部的接线端子、连接于弹片端部的动触点；动触点组件和静触点组件均位于底座内部，且动触点与静触点组件的静触点对应；面板相对于底座可按压转动，过渡组件连接于面板且铰接于底座；过渡组件包括驱动筋，过渡组件能够被面板按压以通过驱动筋作用于弹片使其变形，使得动触点与静触点接触或分离；过渡组件相对的两侧各自具有过孔，弹性定位件贯穿过孔且弹性定位件的两端分别抵接于底座，使得位于过渡组件两侧的两个弹性定位件中的一个被挤压成凹状，另一个被挤压成凸状。该开关具有优异的拨打性能和手感，能够超薄化，且弹性定位件的拨打稳定性和可靠性更强。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,SHI DI,SHI DI,,,,,,,,,,,,H01H23/16,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peng meinan,Peng meinan,,,,,,,,,,,,H01H23/12,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218277189-U,CN-202222463709-U,CN,U,U,CN 202222463709,,84714006,CN218277189U,CN202222463709,Heating sheet based on metal foil film engraving,en,FALSE,"The utility model relates to a piece technical field generates heat specifically is a piece generates heat based on metal foil membrane system of carving, piece body from the top down generates heat is equipped with adhesive layer, the body layer that generates heat and bears the basic unit in proper order, adhesive layer, the body layer that generates heat and bear the basic unit and loop through the adhesive cement fixed, be equipped with heat source circuit, heat source block on the body layer that generates heat and carve and remove the block, this structure through the adhesive layer that is equipped with, the body layer that generates heat and bear the basic unit, can realize, the demand of generating heat of all kinds of special-shaped products has reduced the limitation of the piece body that generates heat when using, through the stop device who is equipped with, enables the adhesive layer, the body layer that generates heat and bears the more firm of basic unit butt joint, has improved the limitation of the piece body that generates heat when using.",en,FALSE,,,,,,,,,,,,,20230110,20220919,20230110,20220919,,CN-202222463709-U,,,,20220919,CHEN RIZHAN,CHEN RIZHAN,,厦门艾莱特电子有限公司,XIAMEN AILAITE ELECTRONICS CO LTD,,,,,,,,,H05B3/34,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种基于金属箔膜刻制的发热片,zh,FALSE,本实用新型涉及发热片技术领域，具体为一种基于金属箔膜刻制的发热片，所述发热片本体从上到下依次设有粘合剂层、发热体层以及承载基层，所述粘合剂层、发热体层以及承载基层依次通过粘接胶固定，所述发热体层上设有热源电路、热源区块以及刻除区块，本结构通过设有的粘合剂层、发热体层以及承载基层，能够实现，各类异形产品的发热需求，降低了发热片本体在使用时的局限性，通过设有的限位装置，能使粘合剂层、发热体层以及承载基层对接的更加牢固，提高了发热片本体在使用时的局限性。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H05B3/06,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218277528-U,CN-202222589670-U,CN,U,U,CN 202222589670,,84747781,CN218277528U,CN202222589670,Intelligent faucet display screen assembly disinfects,en,FALSE,"The utility model discloses an intelligent tap display screen subassembly disinfects, include: the shell is provided with a groove; a plurality of through holes penetrate through the groove; a PCB circuit board inserted into the groove; the PCB is electrically connected with and fixed with a plurality of LED lamps, and the LED lamps are inserted into the through holes in a matching manner; the display mirror is attached to one side of the shell; the AB glue is filled between the display mirror surface and the shell, fills a gap between the PCB circuit board and the groove by the AB glue, and covers the PCB circuit board to seal the other side of the shell; the ultraviolet sterilizing lamp is electrically connected with the PCB through a wire, and the wire extends out of the AB glue and is electrically connected with the ultraviolet sterilizing lamp. The utility model discloses have good waterproof nature and the function of disinfecting.",en,FALSE,,,,,,,,,,,,,20230110,20220929,20230110,20220929,,CN-202222589670-U,,,,20220929,YANG AIQIANG,YANG AIQIANG,,厦门莱特宝光电科技有限公司,XIAMEN LTB PHOTOELECTRIC TECH CO LTD,,,,,,,,,F16K37/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种杀菌智能水龙头显示屏组件,zh,FALSE,本实用新型公开了一种杀菌智能水龙头显示屏组件，包括：外壳，所述外壳设有凹槽；所述凹槽内贯穿有多个通孔；PCB电路板，所述PCB电路板插入到所述凹槽内；所述PCB电路板上电连接并固定有多颗LED灯，所述LED灯匹配地插入到所述通孔内；显示镜面，所述显示镜面贴在所述外壳的一侧；AB胶，所述AB胶填充在显示镜面与外壳之间，以及所述AB胶将PCB电路板与凹槽之间的空隙填满，并覆盖所述PCB电路板来封闭所述外壳的另一侧；紫外杀菌灯，所述紫外杀菌灯通过导线与所述PCB电路板电连接，所述导线延伸出AB胶外与所述紫外杀菌灯电连接。本实用新型具有良好的防水性和杀菌功能。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,LIN CHUNFEN,LIN CHUNFEN,,,,,,,,,,,,A61L2/10,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YE ZHIXIANG,YE ZHIXIANG,,,,,,,,,,,,H05K5/06,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LI ZEHONG,LI ZEHONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218277854-U,CN-202221977220-U,CN,U,U,CN 202221977220,,84792824,CN218277854U,CN202221977220,Emergence period weed removing device for high-yield corn cultivation,en,FALSE,"The utility model discloses a weeds clearing device of high yield maize cultivation&#39;s emergence period relates to weeds and clears away technical field. The utility model comprises a mounting rack, a first hydraulic cylinder and a cutting piece; the cutting piece is fixedly connected with the mounting frame through a first hydraulic cylinder; the filter plate divides the ventilation chamber into a placing chamber and a processing chamber; the active carbon plate and the spice box are sequentially placed in the placing cavity; the bottom of the storage chamber is provided with an opening, and a sliding plate is matched with the storage chamber in a sliding way; the stop lever is matched with a sliding part in a sliding way; a second hydraulic cylinder is fixedly connected between the sliding piece and the filter plate. The utility model starts the suction fan, the ventilation pipe sucks pungent odor into the processing chamber, the filtering plate enters the placing chamber, and the pungent odor of weeds is effectively processed through the activated carbon plate and the spice box; weeds are intercepted by the gear rods of each group, the controller controls the second hydraulic cylinder to do periodic telescopic motion, the L-shaped plate is driven to do periodic reciprocating motion, and the weeds wound on the gear rods are pushed into the storage chamber to be collected.",en,FALSE,,,,,,,,,,,,,20230113,20220726,20230113,20220726,,CN-202221977220-U,,,,20220726,"IKM, REBIGURI",IKM REBIGURI,,热比古丽·艾克木,IQM ¨U ZABIGULI,,,,,,,,,B01D53/04,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种高产玉米栽培的出苗期杂草清除装置,zh,FALSE,本实用新型公开了一种高产玉米栽培的出苗期杂草清除装置，涉及杂草清除技术领域。本实用新型包括安装架、第一液压缸和切割件；切割件与安装架通过第一液压缸固定连接；过滤板将通风室分隔为放置腔和处理腔；放置腔内部依次放置有活性炭板和香料盒；存放室底部为开口设置，且其滑动配合有滑板；档杆滑动配合有滑动件；滑动件与过滤板之间固定连接有第二液压缸。本实用新型通过启动吸风扇，通风管将刺激性气味被吸进处理腔，通过过滤板进入放置腔中，通过活性炭板和香料盒，对杂草的刺鼻气味进行有效处理；杂草被各组档杆拦截，控制器控制第二液压缸做周期性伸缩运动，带动L形板做周期性往返运动，将缠绕在档杆上的杂草推进存放室中收集。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,"SAVUTI, ERKAN",SAVUTI ERKAN,,艾尔肯·沙吾提,ARKEN SAVUTI,,,,,,,,,A01D34/74,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAHEMUTI, ABULAITI",MAHEMUTI ABULAITI,,阿布来提·马合木提,MAHMUTI ABLAITI,,,,,,,,,B01D46/10,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A01D75/20,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A01D43/077,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218278041-U,CN-202220587787-U,CN,U,U,CN 202220587787,,84803195,CN218278041U,CN202220587787,A cultivation frame for grape is planted,en,FALSE,"The utility model belongs to the field of grape planting, in particular to a cultivation frame for grape planting, which comprises an exhibition frame, a fixed series connection mechanism and a lifting mechanism, wherein the lifting mechanism is arranged above the fixed series connection mechanism, and the exhibition frame is arranged at the top of the lifting mechanism; fixed serial connection mechanism includes the connecting plate, goes into ground nail, link, dowel, elevating system below is located both sides and is provided with the connecting plate, the connecting plate below is provided with two go into ground nail, the connecting plate top is provided with the link, the link below all is provided with two to be located both sides the dowel utilizes link and dowel to come this device of series connection, utilizes elevating system to be convenient for adjust this device, utilizes the fixed grape vine of exhibition frame, thereby is convenient for according to the nimble height-adjusting of grape growth height, is favorable to the grape vine to grow and hang the fruit.",en,FALSE,,,,,,,,,,,,,20230113,20220317,20230113,20220317,,CN-202220587787-U,,,,20220317,Zhu Longwu,Zhu Longwu,,洛宁神农果业开发有限公司,LUONING SHENNONG FRUIT IND DEVELOPMENT CO LTD,,,,,,,,,A01G17/04,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
